ID,YEAR,TITLE
827,2006,The Last King of Scotland
828,2006,Suite Dreams
829,2006,Death Note: The Last Name
830,2006,Deck the Halls
831,2006,The Nativity Story
832,2006,We Are Marshall
833,2006,Last Holiday
834,2006,Glory Road
835,2006,Crank
836,2006,Man of the Year
837,2006,A Good Year
838,2006,200 Pounds Beauty
839,2006,Gridiron Gang
840,2007,Pirates of the Caribbean: At World's End
841,2007,Harry Potter and the Order of the Phoenix
842,2007,Spider-Man 3
843,2007,Shrek the Third
844,2007,Transformers
845,2007,Ratatouille
846,2007,I Am Legend
847,2007,The Simpsons Movie
848,2007,National Treasure: Book of Secrets
849,2007,300
850,2007,The Bourne Ultimatum
851,2007,Live Free or Die Hard
852,2007,The Golden Compass
853,2007,Alvin and the Chipmunks
854,2007,Enchanted
855,2007,Ocean's Thirteen
856,2007,Fantastic Four: Rise of the Silver Surfer
857,2007,Bee Movie
858,2007,American Gangster
859,2007,Rush Hour 3
860,2007,Wild Hogs
861,2007,Juno
862,2007,Mr. Bean's Holiday
863,2007,Ghost Rider
864,2007,Knocked Up
865,2007,Hairspray
866,2007,Beowulf
867,2007,I Now Pronounce You Chuck & Larry
868,2007,Knowing
869,2007,The Bucket List
870,2007,Evan Almighty
871,2007,No Country for Old Men
872,2007,Superbad
873,2007,Meet the Robinsons
874,2007,Norbit
875,2007,P.S. I Love You
876,2007,Sweeney Todd: The Demon Barber of Fleet Street
877,2007,Surf's Up
878,2007,The Game Plan
879,2007,Resident Evil: Extinction
880,2007,Music and Lyrics
881,2007,Blades of Glory
882,2007,Saw IV
883,2007,Bridge to Terabithia
884,2007,Stardust
885,2007,1408
886,2007,Aliens vs. Predator: Requiem
887,2007,Atonement
888,2007,The Heartbreak Kid
889,2007,Charlie Wilson's War
890,2007,Disturbia
891,2007,Earth
892,2007,The Water Horse
893,2007,Hitman
894,2007,Fred Claus
895,2007,TMNT
896,2007,Shooter
897,2007,Michael Clayton
898,2007,No Reservations
899,2007,Fracture
900,2007,Epic Movie
901,2007,The Kingdom
902,2007,La Vie En Rose
903,2007,Zodiac
904,2007,Premonition
905,2007,Hannibal Rising
906,2007,Rabbit Without Ears
907,2007,Hot Fuzz
908,2007,Halloween
909,2007,The Orphanage
910,2007,The Number 23
911,2007,Next
912,2007,There Will Be Blood
913,2007,Elizabeth: The Golden Age
914,2007,30 Days of Night
915,2007,Stomp the Yard
916,2007,Dragon Wars: D-War
917,2007,The Kite Runner
918,2007,Perfect Stranger
919,2007,License to Wed
920,2007,3:10 to Yuma
921,2007,The Brave One
922,2007,Because I Said So
923,2007,Mr. Magorium's Wonder Emporium
924,2007,Dan in Real Life
925,2007,"Lust, Caution"
926,2007,August Rush
927,2007,Underdog
928,2007,Taxi 4
929,2007,28 Weeks Later
930,2007,Lions for Lambs
931,2007,The Reaping
932,2007,Good Luck Chuck
933,2007,Are We Done Yet?
934,2007,The Mist
935,2007,Smokin' Aces
936,2007,Into the Wild
937,2007,Eastern Promises
938,2007,Why Did I Get Married?
939,2007,The Irony of Fate 2
940,2007,We Own the Night
941,2007,The Messengers
942,2007,Sea Monsters: A Prehistoric Adventure
943,2007,This Christmas
944,2007,May 18
945,2007,Mr. Brooks
946,2007,The Nanny Diaries
947,2007,Death at a Funeral
948,2007,Freedom Writers
949,2007,The Warlords
950,2007,Pokémon: The Rise of Darkrai
951,2007,Always: Sunset on Third Street 2
952,2007,Balls of Fury
953,2007,Breach
954,2007,War
955,2007,The Invasion
956,2007,Om Shanti Om
957,2007,Happily N'Ever After
958,2007,The Hills Have Eyes 2
959,2007,Natale in crociera
960,2008,The Dark Knight
961,2008,Indiana Jones and the Kingdom of the Crystal Skull
962,2008,Kung Fu Panda
963,2008,Hancock
964,2008,Mamma Mia!
965,2008,Madagascar: Escape 2 Africa
966,2008,Quantum of Solace
967,2008,Iron Man
968,2008,WALL·E
969,2008,The Chronicles of Narnia: Prince Caspian
970,2008,Sex and the City
971,2008,Twilight
972,2008,The Mummy: Tomb of the Dragon Emperor
973,2008,Slumdog Millionaire
974,2008,Wanted
975,2008,The Curious Case of Benjamin Button
976,2008,Bolt
977,2008,Horton Hears a Who!
978,2008,Gran Torino
979,2008,"10,000 BC"
980,2008,The Incredible Hulk
981,2008,Marley & Me
982,2008,High School Musical 3: Senior Year
983,2008,Welcome to the Sticks
984,2008,Journey to the Center of the Earth
985,2008,The Day the Earth Stood Still
986,2008,Get Smart
987,2008,Taken
988,2008,Jumper
989,2008,Yes Man
990,2008,What Happens in Vegas
991,2008,Bedtime Stories
992,2008,Australia
993,2008,You Don't Mess with the Zohan
994,2008,Ponyo
995,2008,Valkyrie
996,2008,Tropic Thunder
997,2008,Eagle Eye
998,2008,Cloverfield
999,2008,Seven Pounds
1000,2008,Hellboy II: The Golden Army
1001,2008,The Spiderwick Chronicles
1002,2008,Four Christmases
1003,2008,Burn After Reading
1004,2008,The Happening
1005,2008,27 Dresses
1006,2008,21
1007,2008,Vantage Point
1008,2008,Step Up 2: The Streets
1009,2008,Beverly Hills Chihuahua
1010,2008,Asterix at the Olympic Games
1011,2008,Red Cliff
1012,2008,The Forbidden Kingdom
1013,2008,Step Brothers
1014,2008,Body of Lies
1015,2008,Saw V
1016,2008,Changeling
1017,2008,Rambo
1018,2008,Fool's Gold
1019,2008,Transporter 3
1020,2008,The Reader
1021,2008,Made of Honor
1022,2008,Forgetting Sarah Marshall
1023,2008,Pineapple Express
1024,2008,Nim's Island
1025,2008,Vicky Cristina Barcelona
1026,2008,Speed Racer
1027,2008,Role Models
1028,2008,Max Payne
1029,2008,The Tale of Despereaux
1030,2008,Meet the Spartans
1031,2008,Nights in Rodanthe
1032,2008,The Strangers
1033,2008,Righteous Kill
1034,2008,The Other Boleyn Girl
1035,2008,Mirrors
1036,2008,Death Race
1037,2008,Revolutionary Road
1038,2008,Boys Over Flowers: Final
1039,2008,Babylon A.D.
1040,2008,Superhero Movie
1041,2008,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert
1042,2008,Departures
1043,2008,The House Bunny
1044,2008,The X Files: I Want to Believe
1045,2008,Star Wars: The Clone Wars
1046,2008,Street Kings
1047,2008,Space Chimps
1048,2008,The Bank Job
1049,2008,Baby Mama
1050,2008,Inkheart
1051,2008,The Eye
1052,2008,Prom Night
1053,2008,"Definitely, Maybe"
1054,2008,Suspect X
1055,2008,Milk
1056,2008,Untraceable
1057,2008,Doubt
1058,2008,College Road Trip
1059,2008,Meet Dave
1060,2008,Defiance
1061,2008,The Women
1062,2008,Drillbit Taylor
1063,2008,CJ7
1064,2008,The Hurt Locker
1065,2008,Shutter
1066,2008,Pokémon: Giratina and the Sky Warrior
1067,2008,One Missed Call
1068,2008,If You Are the One
1069,2008,The Wrestler
1070,2008,Lakeview Terrace
1071,2008,The Sisterhood of the Traveling Pants 2
1072,2008,"The Good, the Bad, the Weird"
1073,2008,Semi-Pro
1074,2008,"Welcome Home, Roscoe Jenkins"
1075,2008,Harold & Kumar Escape from Guantanamo Bay
1076,2008,The Duchess
1077,2008,Zack and Miri Make a Porno
1078,2008,Bangkok Dangerous
1079,2008,Meet the Browns
1080,2009,Avatar
1081,2009,Harry Potter and the Half-Blood Prince
1082,2009,Ice Age: Dawn of the Dinosaurs
1083,2009,Transformers: Revenge of the Fallen
1084,2009,2012
1085,2009,Up
1086,2009,The Twilight Saga: New Moon
1087,2009,Sherlock Holmes
1088,2009,Angels & Demons
1089,2009,The Hangover
1090,2009,Alvin and the Chipmunks: The Squeakquel
1091,2009,Night at the Museum: Battle of the Smithsonian
1092,2009,Star Trek
1093,2009,Monsters vs. Aliens
1094,2009,X-Men Origins: Wolverine
1095,2009,Terminator Salvation
1096,2009,Fast & Furious
1097,2009,Prince of Persia: The Sands of Time
1098,2009,A Christmas Carol
1099,2009,Inglourious Basterds
1100,2009,The Proposal
1101,2009,The Blind Side
1102,2009,G.I. Joe: The Rise of Cobra
1103,2009,G-Force
1104,2009,This Is It
1105,2009,The Princess and the Frog
1106,2009,Cloudy with a Chance of Meatballs
1107,2009,It's Complicated
1108,2009,Public Enemies
1109,2009,District 9
1110,2009,The Ugly Truth
1111,2009,Paranormal Activity
1112,2009,The Final Destination
1113,2009,Watchmen
1114,2009,Paul Blart: Mall Cop
1115,2009,He's Just Not That Into You
1116,2009,Couples Retreat
1117,2009,Up in the Air
1118,2009,Hannah Montana: The Movie
1119,2009,The Taking of Pelham 123
1120,2009,Brüno
1121,2009,17 Again
1122,2009,Julie & Julia
1123,2009,The Fighter
1124,2009,Law Abiding Citizen
1125,2009,Coraline
1126,2009,Surrogates
1127,2009,Invictus
1128,2009,Red Cliff II
1129,2009,Hotel for Dogs
1130,2009,Bride Wars
1131,2009,Confessions of a Shopaholic
1132,2009,Race to Witch Mountain
1133,2009,Planet 51
1134,2009,The Girl with the Dragon Tattoo
1135,2009,Zombieland
1136,2009,Ghosts of Girlfriends Past
1137,2009,The Time Traveler's Wife
1138,2009,My Bloody Valentine
1139,2009,Where the Wild Things Are
1140,2009,Old Dogs
1141,2009,My Sister's Keeper
1142,2009,Green Zone
1143,2009,The Lovely Bones
1144,2009,Underworld: Rise of the Lycans
1145,2009,"I Love You, Man"
1146,2009,Friday the 13th
1147,2009,Drag Me to Hell
1148,2009,Madea Goes to Jail
1149,2009,Rookies the Movie: Graduation
1150,2009,State of Play
1151,2009,Did You Hear About the Morgans?
1152,2009,Duplicity
1153,2009,Orphan
1154,2009,The Haunting in Connecticut
1155,2009,Fame
1156,2009,The Unborn
1157,2009,The Pink Panther 2
1158,2009,Obsessed
1159,2009,Funny People
1160,2009,Tidal Wave
1161,2009,The Men Who Stare at Goats
1162,2009,Land of the Lost
1163,2009,Saw VI
1164,2009,The Girl Who Played with Fire
1165,2009,Precious
1166,2009,Little Nicholas
1167,2009,Year One
1168,2009,The Imaginarium of Doctor Parnassus
1169,2009,Ninja Assassin
1170,2009,500 Days of Summer
1171,2009,3 Idiots
1172,2009,The International
1173,2009,Aliens in the Attic
1174,2009,Vicky the Viking
1175,2009,Under the Sea 3D
1176,2009,Dragonball Evolution
1177,2009,Nine
1178,2009,Arthur and the Revenge of Maltazard
1179,2009,Take Off
1180,2009,Pokémon: Arceus and the Jewel of Life
1181,2009,I Can Do Bad All by Myself
1182,2009,Coco Before Chanel
1183,2009,One Piece: Strong World
1184,2009,Push
1185,2009,9
1186,2009,20th Century Boys 3: Redemption
1187,2009,The Fourth Kind
1188,2009,Crazy Heart
1189,2009,Hachi: A Dog's Tale
1190,2009,Fantastic Mr. Fox
1191,2009,Rabbit Without Ears 2
1192,2009,The Last House on the Left
1193,2009,The Spy Next Door
1194,2009,Nodame Cantabile: The Movie II
1195,2009,Notorious
1196,2009,The Girl Who Kicked the Hornet's Nest
1197,2009,Brothers
1198,2009,The Informant!
1199,2009,The Uninvited
1200,2010,Toy Story 3
1201,2010,Alice in Wonderland
1202,2010,Harry Potter and the Deathly Hallows: Part 1
1203,2010,Inception
1204,2010,Shrek Forever After
1205,2010,The Twilight Saga: Eclipse
1206,2010,Iron Man 2
1207,2010,Tangled
1208,2010,Despicable Me
1209,2010,How to Train Your Dragon
1210,2010,Clash of the Titans
1211,2010,The Chronicles of Narnia: The Voyage of the Dawn Treader
1212,2010,The King's Speech
1213,2010,Tron: Legacy
1214,2010,The Karate Kid
1215,2010,Black Swan
1216,2010,Megamind
1217,2010,Robin Hood
1218,2010,The Last Airbender
1219,2010,Little Fockers
1220,2010,Resident Evil: Afterlife
1221,2010,Shutter Island
1222,2010,Salt
1223,2010,Sex and the City 2
1224,2010,The Tourist
1225,2010,The Expendables
1226,2010,Grown Ups
1227,2010,Knight and Day Original Release
1228,2010,True Grit
1229,2010,Gulliver's Travels
1230,2010,Percy Jackson & the Olympians: The Lightning Thief
1231,2010,The Social Network
1232,2010,Valentine's Day
1233,2010,The Sorcerer's Apprentice
1234,2010,Due Date
1235,2010,Eat Pray Love
1236,2010,Yogi Bear
1237,2010,RED
1238,2010,Paranormal Activity 2
1239,2010,The A-Team
1240,2010,Jackass 3D
1241,2010,The Other Guys
1242,2010,Unstoppable
1243,2010,Step Up 3D
1244,2010,The Book of Eli
1245,2010,The Town
1246,2010,Date Night
1247,2010,The Secret World of Arrietty
1248,2010,Legend of the Guardians: The Owls of Ga'Hoole
1249,2010,The Wolfman
1250,2010,The Bounty Hunter
1251,2010,Saw 3D
1252,2010,Wall Street: Money Never Sleeps
1253,2010,The Adjustment Bureau
1254,2010,Predators
1255,2010,A Nightmare on Elm Street
1256,2010,Dear John
1257,2010,Cats & Dogs: The Revenge of Kitty Galore
1258,2010,Tooth Fairy
1259,2010,Sanctum
1260,2010,Harmony
1261,2010,Hereafter
1262,2010,Life as We Know It
1263,2010,Let the Bullets Fly
1264,2010,Love & Other Drugs
1265,2010,Aftershock
1266,2010,Umizaru 3: The Last Message
1267,2010,Killers
1268,2010,Kick-Ass
1269,2010,Nanny McPhee Returns
1270,2010,Get Him to the Greek
1271,2010,Burlesque
1272,2010,The Last Song
1273,2010,Dinner for Schmucks
1274,2010,Bayside Shakedown 3: Set the Guys Loose
1275,2010,Marmaduke
1276,2010,Piranha 3D
1277,2010,Oceans
1278,2010,Blades of Blood 2010 Re-release
1279,2010,Edge of Darkness
1280,2010,Vampires Suck
1281,2010,Letters to Juliet
1282,2010,The Back-up Plan
1283,2010,Diary of a Wimpy Kid
1284,2010,If You Are the One 2
1285,2010,Easy A
1286,2010,Hubble
1287,2010,Pokémon: Zoroark: Master of Illusions
1288,2010,A Turtle's Tale: Sammy's Adventures
1289,2010,The Last Exorcism
1290,2010,Takers
1291,2010,Bestseller
1292,2010,Legion
1293,2010,The American
1294,2010,The Next Three Days
1295,2010,Skyline
1296,2010,Hot Tub Time Machine
1297,2010,Elite Squad 2: The Enemy Within
1298,2010,Devil
1299,2010,127 Hours
1300,2010,Why Did I Get Married Too?
1301,2010,The Ghost Writer
1302,2010,Secretariat
1303,2010,Morning Glory
1304,2010,Remember Me
1305,2010,Cop Out
1306,2010,Veda - Atatürk
1307,2010,The Crazies
1308,2010,Little White Lies
1309,2010,From Paris with Love
1310,2010,Detective Dee: The Mystery of the Phantom Flame
1311,2010,Animals United
1312,2010,Daybreakers
1313,2010,Alpha and Omega
1314,2010,The Switch
1315,2010,Space Battleship Yamato
1316,2010,She's Out of My League
1317,2010,How Do You Know
1318,2010,Charlie St. Cloud
1319,2010,Heartbreaker
1320,2011,Harry Potter and the Deathly Hallows: Part 2
1321,2011,Transformers: Dark of the Moon
1322,2011,Pirates of the Caribbean: On Stranger Tides
1323,2011,The Twilight Saga: Breaking Dawn - Part 1
1324,2011,Mission: Impossible - Ghost Protocol
1325,2011,Kung Fu Panda 2
1326,2011,Fast Five
1327,2011,The Hangover Part II
1328,2011,The Smurfs
1329,2011,Cars 2
1330,2011,Puss in Boots
1331,2011,Sherlock Holmes: A Game of Shadows
1332,2011,Rio
1333,2011,Rise of the Planet of the Apes
1334,2011,Thor
1335,2011,The Intouchables
1336,2011,The Adventures of Tintin
1337,2011,Captain America: The First Avenger
1338,2011,X-Men: First Class
1339,2011,Alvin and the Chipmunks: Chipwrecked
1340,2011,Real Steel
1341,2011,Bridesmaids
1342,2011,Super 8
1343,2011,Rango
1344,2011,Green Lantern
1345,2011,The Green Hornet
1346,2011,Immortals
1347,2011,The Help
1348,2011,Bad Teacher
1349,2011,Just Go with It
1350,2011,Battle Los Angeles
1351,2011,Horrible Bosses
1352,2011,Paranormal Activity 3
1353,2011,Gnomeo & Juliet
1354,2011,Mr. Popper's Penguins
1355,2011,The Lion King 2011 3D Release
1356,2011,Hugo
1357,2011,Hop
1358,2011,War Horse
1359,2011,The Descendants
1360,2011,Cowboys & Aliens
1361,2011,In Time
1362,2011,Zookeeper
1363,2011,The Muppets
1364,2011,Limitless
1365,2011,Johnny English Reborn
1366,2011,Happy Feet Two
1367,2011,Final Destination 5
1368,2011,Tower Heist
1369,2011,Midnight in Paris
1370,2011,I Am Number Four
1371,2011,Jack and Jill
1372,2011,Friends with Benefits
1373,2011,No Strings Attached
1374,2011,Arthur Christmas
1375,2011,Source Code
1376,2011,"Crazy, Stupid, Love."
1377,2011,New Year's Eve
1378,2011,Contagion
1379,2011,Unknown
1380,2011,The Artist
1381,2011,The Three Musketeers
1382,2011,We Bought a Zoo
1383,2011,Hankyu Railways - A 15-minute Miracle
1384,2011,Water for Elephants
1385,2011,The Iron Lady
1386,2011,Moneyball
1387,2011,Insidious
1388,2011,Justin Bieber: Never Say Never
1389,2011,Paul
1390,2011,Scream 4
1391,2011,The Rite
1392,2011,Dolphin Tale
1393,2011,Nothing to Declare
1394,2011,Season of the Witch
1395,2011,Red Riding Hood
1396,2011,Sucker Punch
1397,2011,The Inbetweeners
1398,2011,The Lincoln Lawyer
1399,2011,Hall Pass
1400,2011,Spy Kids 4: All the Time in the World
1401,2011,J. Edgar
1402,2011,"Big Mommas: Like Father, Like Son"
1403,2011,Abduction
1404,2011,Tinker Tailor Soldier Spy
1405,2011,Priest
1406,2011,The Ides of March
1407,2011,Drive
1408,2011,The Mechanic
1409,2011,The Change-Up
1410,2011,Larry Crowne
1411,2011,Diary of a Wimpy Kid: Rodrick Rules
1412,2011,The Dilemma
1413,2011,Something Borrowed
1414,2011,The Darkest Hour
1415,2011,Hanna
1416,2011,Footloose Original Release
1417,2011,Conan the Barbarian
1418,2011,Colombiana
1419,2011,From Up on Poppy Hill
1420,2011,What a Beautiful Day
1421,2011,One Day
1422,2011,Beginning of the Great Revival
1423,2011,The Tree of Life
1424,2011,Killer Elite
1425,2011,Tempest 3D
1426,2011,Silent Hill: Revelation
1427,2011,Extremely Loud & Incredibly Close
1428,2011,Madea's Big Happy Family
1429,2011,A Ghost of a Chance
1430,2011,Sunny
1431,2011,War of the Arrows
1432,2011,Kokowääh
1433,2011,Winnie the Pooh
1434,2011,Arthur
1435,2011,Soul Surfer
1436,2011,The Debt
1437,2011,Beastly
1438,2011,Detective Conan: Quarter of Silence
1439,2011,Shaolin
1440,2012,The Avengers
1441,2012,Skyfall
1442,2012,The Dark Knight Rises
1443,2012,The Hobbit: An Unexpected Journey
1444,2012,Ice Age: Continental Drift
1445,2012,The Twilight Saga: Breaking Dawn - Part 2
1446,2012,The Amazing Spider-Man
1447,2012,Madagascar 3: Europe's Most Wanted
1448,2012,The Hunger Games
1449,2012,Men in Black³
1450,2012,Life of Pi
1451,2012,Ted
1452,2012,Brave
1453,2012,Wreck-It Ralph
1454,2012,Les Misérables
1455,2012,Django Unchained
1456,2012,Prometheus
1457,2012,Snow White and the Huntsman
1458,2012,Taken 2
1459,2012,Hotel Transylvania
1460,2012,Titanic 2012 3D Release
1461,2012,The Lorax
1462,2012,Journey 2: The Mysterious Island
1463,2012,The Expendables 2
1464,2012,Rise of the Guardians
1465,2012,Battleship
1466,2012,Wrath of the Titans
1467,2012,John Carter
1468,2012,The Bourne Legacy
1469,2012,Lincoln
1470,2012,We're the Millers
1471,2012,Dark Shadows
1472,2012,Resident Evil: Retribution
1473,2012,Silver Linings Playbook
1474,2012,American Reunion
1475,2012,Argo
1476,2012,Jack Reacher
1477,2012,Safe House
1478,2012,21 Jump Street
1479,2012,Total Recall
1480,2012,The Impossible
1481,2012,Lost in Thailand
1482,2012,The Vow
1483,2012,Mirror Mirror
1484,2012,The Dictator
1485,2012,Looper
1486,2012,Chinese Zodiac
1487,2012,Magic Mike
1488,2012,Flight
1489,2012,Underworld: Awakening
1490,2012,This Means War
1491,2012,Paranormal Activity 4
1492,2012,Step Up Revolution
1493,2012,The Best Exotic Marigold Hotel
1494,2012,The Wind Rises
1495,2012,Last Vegas
1496,2012,Zero Dark Thirty
1497,2012,Ghost Rider: Spirit of Vengeance
1498,2012,Cloud Atlas
1499,2012,The Woman in Black
1500,2012,Chronicle
1501,2012,Walking with Dinosaurs 3D
1502,2012,The Pirates! Band of Misfits
1503,2012,Parental Guidance
1504,2012,Abraham Lincoln: Vampire Hunter
1505,2012,Pitch Perfect
1506,2012,Hope Springs
1507,2012,ParaNorman
1508,2012,The Campaign
1509,2012,Star Wars: Episode I - The Phantom Menace 2012 3D Release
1510,2012,Project X
1511,2012,The Devil Inside
1512,2012,The Lucky One
1513,2012,Contraband
1514,2012,Think Like a Man
1515,2012,Masquerade
1516,2012,Brave Hearts: Umizaru
1517,2012,This Is 40
1518,2012,The Thieves
1519,2012,The Possession
1520,2012,What to Expect When You're Expecting
1521,2012,Savages
1522,2012,Sinister
1523,2012,Act of Valor
1524,2012,Frankenweenie
1525,2012,The Grey
1526,2012,Diary of a Wimpy Kid: Dog Days
1527,2012,Thermae Romae
1528,2012,One Piece Film Z
1529,2012,To Rome with Love
1530,2012,Here Comes the Boom
1531,2012,Bayside Shakedown the Final
1532,2012,The Cabin in the Woods
1533,2012,Finding Nemo 2012 3D Release
1534,2012,Anna Karenina
1535,2012,The Watch
1536,2012,Moonrise Kingdom
1537,2012,The Secret of the Gods
1538,2012,Madea's Witness Protection
1539,2012,Beauty and the Beast 2012 3D Release
1540,2012,Astérix and Obélix: God Save Britannia
1541,2012,Evangelion: 3.0 You Can (Not) Redo
1542,2012,Quartet
1543,2012,Rock of Ages
1544,2012,That's My Boy
1545,2012,The Odd Life of Timothy Green
1546,2012,Lawless
1547,2012,End of Watch
1548,2012,Wolf Children
1549,2012,The Three Stooges
1550,2012,The Five-Year Engagement
1551,2012,Red Dawn
1552,2012,Red Tails
1553,2012,"Monsters, Inc. 2012 3D Release"
1554,2012,HOUBA! On the Trail of the Marsupilami
1555,2012,Tad: The Lost Explorer
1556,2012,A Turtle's Tale 2: Sammy's Escape from Paradise
1557,2012,Trouble with the Curve
1558,2012,Man on a Ledge
1559,2012,A Werewolf Boy
1560,2013,Frozen
1561,2013,Iron Man 3
1562,2013,Despicable Me 2
1563,2013,The Hobbit: The Desolation of Smaug
1564,2013,The Hunger Games: Catching Fire
1565,2013,Fast & Furious 6
1566,2013,Monsters University
1567,2013,Gravity
1568,2013,Man of Steel
1569,2013,Thor: The Dark World
1570,2013,The Croods
1571,2013,World War Z
1572,2013,Oz the Great and Powerful
1573,2013,Star Trek Into Darkness
1574,2013,The Wolverine
1575,2013,Pacific Rim
1576,2013,The Wolf of Wall Street
1577,2013,G.I. Joe: Retaliation
1578,2013,The Hangover Part III
1579,2013,The Great Gatsby
1580,2013,Now You See Me
1581,2013,The Smurfs 2
1582,2013,The Conjuring
1583,2013,A Good Day to Die Hard
1584,2013,Oblivion
1585,2013,Elysium
1586,2013,Turbo
1587,2013,Cloudy with a Chance of Meatballs 2
1588,2013,Epic
1589,2013,The Lone Ranger
1590,2013,American Hustle
1591,2013,Grown Ups 2
1592,2013,After Earth
1593,2013,Planes
1594,2013,The Heat
1595,2013,Hansel & Gretel: Witch Hunters
1596,2013,Captain Phillips
1597,2013,Journey to the West: Conquering the Demons
1598,2013,White House Down
1599,2013,Percy Jackson: Sea of Monsters
1600,2013,Jack the Giant Slayer
1601,2013,The Secret Life of Walter Mitty
1602,2013,12 Years a Slave
1603,2013,The Butler
1604,2013,Identity Thief
1605,2013,Anchorman 2: The Legend Continues
1606,2013,Olympus Has Fallen
1607,2013,Insidious: Chapter 2
1608,2013,Lone Survivor
1609,2013,Jackass Presents: Bad Grandpa
1610,2013,47 Ronin
